Shape;Tucker Rank;Calculated Rank;Time
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 2, 2);0.005501408100128174
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 2, 2);0.0052800002098083495
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 1, 2);0.005960896015167237
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 1, 2);0.005288447856903076
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 1, 2);0.005897791862487793
(2, 2, 2, 2);(1, 1, 2, 1);(1, 1, 1, 2);0.005233407974243164
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 2, 2);0.005477183818817138
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 2, 2);0.007253824234008789
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 1, 2);0.005557216167449951
(2, 2, 2, 2);(1, 1, 2, 1);(1, 2, 1, 2);0.005194303989410401
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 1, 2);0.005594560146331787
(2, 2, 2, 2);(1, 1, 2, 1);(1, 2, 2, 2);0.005530911922454834
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 2, 2);0.005344607830047607
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 2, 2);0.005580031871795654
(2, 2, 2, 2);(1, 1, 2, 1);(2, 2, 2, 2);0.005209280014038086
(2, 2, 2, 2);(1, 1, 2, 1);(1, 2, 2, 2);0.0058997759819030765
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.022011552810668945
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.01273686408996582
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.02154719924926758
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.03441094589233398
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.010851936340332031
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.019741504669189454
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.014354463577270507
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.028841344833374024
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.02679471969604492
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.02750783920288086
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.021469024658203124
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.023627328872680663
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.01826905632019043
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.018392255783081055
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.03252822494506836
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.012991840362548829
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.02929769515991211
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.025299327850341797
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.016645952224731444
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.02892291259765625
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.017924192428588868
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.02735136032104492
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.06044457626342774
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.021790592193603516
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.040422046661376956
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.030984960556030273
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.020396415710449218
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.028712127685546877
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.025735647201538085
(4, 4, 4, 4);(3, 4, 2, 3);(3, 4, 2, 3);0.018190624237060547
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.018487808227539062
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.02932102394104004
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.02752729606628418
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.020146976470947264
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.02335932731628418
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.03316659164428711
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.025701791763305663
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.025861087799072265
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.018299936294555664
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.018346847534179686
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.032863712310791014
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.03287017440795898
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.018558944702148437
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.022165983200073243
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.014425791740417481
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.01853424072265625
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.030461536407470704
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.03252265548706055
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.029395103454589844
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.027553375244140626
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.012843808174133301
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.014687199592590332
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.018145792007446288
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.033148414611816404
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.01133471965789795
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.03459078216552734
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.03189235115051269
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.025366559982299804
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.027276479721069335
(8, 8, 8, 8);(2, 8, 6, 6);(2, 8, 6, 6);0.04163980865478516
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.013362719535827636
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.009910240173339843
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.016975711822509766
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.017585887908935546
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.013608768463134765
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.022671775817871095
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.01132630443572998
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.015573823928833008
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.011536992073059082
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.01891209602355957
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.011573663711547852
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.013556703567504883
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.011699872016906738
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.015499936103820802
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.005855008125305176
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.019185888290405274
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.009910752296447754
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.02461795234680176
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.008045727729797364
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.015392224311828613
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.01731839942932129
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.015351136207580567
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.01891535949707031
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.017355167388916015
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.016053407669067384
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.007932511806488038
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.011737152099609375
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.011272543907165528
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.006178624153137207
(16, 16, 16, 16);(16, 13, 6, 6);(16, 13, 6, 6);0.015406687736511231
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.008475616455078125
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.0063385281562805176
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.01269007968902588
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.0062484159469604495
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.012542112350463867
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.00788809585571289
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.005895391941070556
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.024216415405273438
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.010203712463378907
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.008419296264648438
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.016240287780761718
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.020472480773925782
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.006342048168182373
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.006235136032104492
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.005980160236358643
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.006742815971374511
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.006118559837341308
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.01276806354522705
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.014625632286071777
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.008364543914794922
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.01235257625579834
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.01208777618408203
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.006540832042694092
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.006124800205230713
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.010469440460205079
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.012537759780883789
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.006470143795013428
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.006434207916259766
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.01676246452331543
(32, 32, 32, 32);(15, 6, 30, 29);(15, 6, 30, 29);0.0060742077827453615
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.014952128410339355
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.008691776275634765
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.0173789119720459
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.017384735107421875
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.020285951614379884
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.009008640289306641
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.03207273483276367
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.00859552001953125
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.011831007957458495
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.02905891227722168
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.028753568649291992
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.017225759506225586
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.008556480407714845
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.008362272262573241
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.017549375534057617
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.03421583938598633
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.00876899242401123
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.023122400283813477
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.031414751052856446
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.03716944122314453
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.017387136459350586
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.008789024353027343
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.034737281799316407
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.008873056411743165
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.008792160034179687
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.01479593563079834
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.02316771125793457
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.014242143630981445
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.009166111946105957
(64, 64, 64, 64);(27, 51, 50, 14);(27, 51, 50, 14);0.008939583778381348
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.12593824005126952
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.1559886474609375
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.1560813446044922
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.2173974151611328
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.19219354248046874
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.0940978546142578
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.09363645172119141
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.24978550720214843
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.0937783660888672
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.24783500671386718
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.1864156494140625
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.12471839904785156
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.09349472045898438
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.0939230728149414
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.155968994140625
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.09478880310058593
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.12542160034179686
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.12506134033203126
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.18576687622070312
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.24942544555664062
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.09420912170410156
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.12534867095947266
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.24840390014648436
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.09419667053222656
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.12555257415771484
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.15549168395996094
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.09374636840820312
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.09385488128662109
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.09380294036865235
(128, 128, 128, 128);(94, 122, 33, 120);(94, 122, 33, 120);0.21729209899902344
