Shape;True Tucker Rank;Calculated Rank;Time
(64, 64, 2);(41, 22);(22, 22);0.00411030387878418
(64, 64, 2);(41, 22);(22, 22);0.004206336021423339
(64, 64, 2);(41, 22);(22, 22);0.004482272148132324
(64, 64, 2);(41, 22);(22, 22);0.004571263790130615
(64, 64, 2);(41, 22);(22, 22);0.004185184001922608
(64, 64, 2);(41, 22);(22, 22);0.004415103912353516
(64, 64, 4);(21, 24);(21, 21);0.004670144081115723
(64, 64, 4);(21, 24);(21, 21);0.004163904190063477
(64, 64, 4);(21, 24);(21, 21);0.004553311824798584
(64, 64, 4);(21, 24);(21, 21);0.004114496231079102
(64, 64, 4);(21, 24);(21, 21);0.004593023777008057
(64, 64, 4);(21, 24);(21, 21);0.004443903923034668
(64, 64, 4);(21, 24);(21, 21);0.004218175888061524
(64, 64, 4);(21, 24);(21, 21);0.004123392105102539
(64, 64, 4);(21, 24);(21, 21);0.004755296230316162
(64, 64, 4);(21, 24);(21, 21);0.004246655941009521
(64, 64, 4);(21, 24);(21, 21);0.004116320133209229
(64, 64, 4);(21, 24);(21, 21);0.00486300802230835
(64, 64, 4);(21, 24);(21, 21);0.00412716817855835
(64, 64, 4);(21, 24);(21, 21);0.004233215808868408
(64, 64, 4);(21, 24);(21, 21);0.004459584236145019
(64, 64, 4);(21, 24);(21, 21);0.004550271987915039
(64, 64, 4);(21, 24);(21, 21);0.004158175945281982
(64, 64, 4);(21, 24);(21, 21);0.004639071941375732
(64, 64, 4);(21, 24);(21, 21);0.004161151885986328
(64, 64, 4);(21, 24);(21, 21);0.004625184059143066
(64, 64, 4);(21, 24);(21, 21);0.004460288047790527
(64, 64, 4);(21, 24);(21, 21);0.004332159996032715
(64, 64, 4);(21, 24);(21, 21);0.004194176197052002
(64, 64, 4);(21, 24);(21, 21);0.005002431869506836
(64, 64, 4);(21, 24);(21, 21);0.0043426241874694824
(64, 64, 4);(21, 24);(21, 21);0.0041751680374145506
(64, 64, 4);(21, 24);(21, 21);0.0049236478805542
(64, 64, 4);(21, 24);(21, 21);0.004171648025512695
(64, 64, 4);(21, 24);(21, 21);0.004254271984100342
(64, 64, 4);(21, 24);(21, 21);0.004464159965515137
(64, 64, 8);(41, 56);(41, 41);0.004392352104187012
(64, 64, 8);(41, 56);(41, 41);0.003942912101745606
(64, 64, 8);(41, 56);(41, 41);0.00431935977935791
(64, 64, 8);(41, 56);(41, 41);0.003893376111984253
(64, 64, 8);(41, 56);(41, 41);0.0046063361167907714
(64, 64, 8);(41, 56);(41, 41);0.004313536167144775
(64, 64, 8);(41, 56);(41, 41);0.003990240097045898
(64, 64, 8);(41, 56);(41, 41);0.0038986239433288572
(64, 64, 8);(41, 56);(41, 41);0.004726272106170654
(64, 64, 8);(41, 56);(41, 41);0.003997375965118408
(64, 64, 8);(41, 56);(41, 41);0.003884160041809082
(64, 64, 8);(41, 56);(41, 41);0.0046145601272583004
(64, 64, 8);(41, 56);(41, 41);0.004009952068328857
(64, 64, 8);(41, 56);(41, 41);0.003974208116531372
(64, 64, 8);(41, 56);(41, 41);0.004201119899749756
(64, 64, 8);(41, 56);(41, 41);0.004290048122406006
(64, 64, 8);(41, 56);(41, 41);0.004013599872589112
(64, 64, 8);(41, 56);(41, 41);0.004321375846862793
(64, 64, 8);(41, 56);(41, 41);0.004116479873657227
(64, 64, 8);(41, 56);(41, 41);0.0044135041236877445
(64, 64, 8);(41, 56);(41, 41);0.004308063983917237
(64, 64, 8);(41, 56);(41, 41);0.0039985599517822264
(64, 64, 8);(41, 56);(41, 41);0.0038773760795593262
(64, 64, 8);(41, 56);(41, 41);0.004355231761932373
(64, 64, 8);(41, 56);(41, 41);0.004326784133911133
(64, 64, 8);(41, 56);(41, 41);0.003975487947463989
(64, 64, 8);(41, 56);(41, 41);0.003869312047958374
(64, 64, 8);(41, 56);(41, 41);0.004654463768005371
(64, 64, 8);(41, 56);(41, 41);0.0038652479648590087
(64, 64, 8);(41, 56);(41, 41);0.003978591918945312
(64, 64, 16);(17, 39);(17, 17);0.0046592321395874025
(64, 64, 16);(17, 39);(17, 17);0.004760096073150635
(64, 64, 16);(17, 39);(17, 17);0.004238719940185547
(64, 64, 16);(17, 39);(17, 17);0.004638783931732178
(64, 64, 16);(17, 39);(17, 17);0.004217088222503662
(64, 64, 16);(17, 39);(17, 17);0.0046449599266052246
(64, 64, 16);(17, 39);(17, 17);0.0046590399742126466
(64, 64, 16);(17, 39);(17, 17);0.0042128958702087405
(64, 64, 16);(17, 39);(17, 17);0.004641215801239013
(64, 64, 16);(17, 39);(17, 17);0.0045454721450805665
(64, 64, 16);(17, 39);(17, 17);0.004323840141296387
(64, 64, 16);(17, 39);(17, 17);0.00421727991104126
(64, 64, 16);(17, 39);(17, 17);0.004991424083709717
(64, 64, 16);(17, 39);(17, 17);0.00422547197341919
(64, 64, 16);(17, 39);(17, 17);0.004322815895080567
(64, 64, 16);(17, 39);(17, 17);0.004554656028747559
(64, 64, 16);(17, 39);(17, 17);0.004692543983459472
(64, 64, 16);(17, 39);(17, 17);0.004679391860961914
(64, 64, 16);(17, 39);(17, 17);0.004333024024963379
(64, 64, 16);(17, 39);(17, 17);0.004765024185180664
(64, 64, 16);(17, 39);(17, 17);0.004562560081481933
(64, 64, 16);(17, 39);(17, 17);0.004358176231384277
(64, 64, 16);(17, 39);(17, 17);0.004217823982238769
(64, 64, 16);(17, 39);(17, 17);0.005074751853942871
(64, 64, 16);(17, 39);(17, 17);0.00425651216506958
(64, 64, 16);(17, 39);(17, 17);0.0043348479270935054
(64, 64, 16);(17, 39);(17, 17);0.004906847953796387
(64, 64, 16);(17, 39);(17, 17);0.004301887989044189
(64, 64, 16);(17, 39);(17, 17);0.004320960044860839
(64, 64, 16);(17, 39);(17, 17);0.004557983875274658
(64, 64, 32);(22, 36);(22, 22);0.004850080013275146
(64, 64, 32);(22, 36);(22, 22);0.00437663984298706
(64, 64, 32);(22, 36);(22, 22);0.004798272132873535
(64, 64, 32);(22, 36);(22, 22);0.004772448062896729
(64, 64, 32);(22, 36);(22, 22);0.004445727825164795
(64, 64, 32);(22, 36);(22, 22);0.004734399795532226
(64, 64, 32);(22, 36);(22, 22);0.004312191963195801
(64, 64, 32);(22, 36);(22, 22);0.0047214398384094235
(64, 64, 32);(22, 36);(22, 22);0.004643775939941406
(64, 64, 32);(22, 36);(22, 22);0.00441270399093628
(64, 64, 32);(22, 36);(22, 22);0.0043019518852233886
(64, 64, 32);(22, 36);(22, 22);0.005105663776397705
(64, 64, 32);(22, 36);(22, 22);0.004422016143798828
(64, 64, 32);(22, 36);(22, 22);0.004621024131774902
(64, 64, 32);(22, 36);(22, 22);0.00478278398513794
(64, 64, 32);(22, 36);(22, 22);0.0043242559432983396
(64, 64, 32);(22, 36);(22, 22);0.00473203182220459
(64, 64, 32);(22, 36);(22, 22);0.004324319839477539
(64, 64, 32);(22, 36);(22, 22);0.00479145622253418
(64, 64, 32);(22, 36);(22, 22);0.0046267518997192385
(64, 64, 32);(22, 36);(22, 22);0.004458240032196045
(64, 64, 32);(22, 36);(22, 22);0.004739424228668213
(64, 64, 32);(22, 36);(22, 22);0.004657375812530518
(64, 64, 32);(22, 36);(22, 22);0.004422848224639893
(64, 64, 32);(22, 36);(22, 22);0.004320159912109375
(64, 64, 32);(22, 36);(22, 22);0.005135200023651123
(64, 64, 32);(22, 36);(22, 22);0.0043450560569763185
(64, 64, 32);(22, 36);(22, 22);0.004441440105438232
(64, 64, 32);(22, 36);(22, 22);0.004642943859100342
(64, 64, 32);(22, 36);(22, 22);0.004777152061462403
(64, 64, 64);(35, 26);(26, 26);0.004012320041656494
(64, 64, 64);(35, 26);(26, 26);0.004213024139404297
(64, 64, 64);(35, 26);(26, 26);0.004357471942901612
(64, 64, 64);(35, 26);(26, 26);0.003925888061523437
(64, 64, 64);(35, 26);(26, 26);0.004318240165710449
(64, 64, 64);(35, 26);(26, 26);0.003871328115463257
(64, 64, 64);(35, 26);(26, 26);0.004341279983520508
(64, 64, 64);(35, 26);(26, 26);0.004188255786895752
(64, 64, 64);(35, 26);(26, 26);0.003976032018661499
(64, 64, 64);(35, 26);(26, 26);0.003854464054107666
(64, 64, 64);(35, 26);(26, 26);0.0043647680282592775
(64, 64, 64);(35, 26);(26, 26);0.0038594560623168945
(64, 64, 64);(35, 26);(26, 26);0.003985311985015869
(64, 64, 64);(35, 26);(26, 26);0.003859391927719116
(64, 64, 64);(35, 26);(26, 26);0.0047487678527832035
(64, 64, 64);(35, 26);(26, 26);0.00389356803894043
(64, 64, 64);(35, 26);(26, 26);0.00400105619430542
(64, 64, 64);(35, 26);(26, 26);0.00422873592376709
(64, 64, 64);(35, 26);(26, 26);0.004405983924865723
(64, 64, 64);(35, 26);(26, 26);0.003871680021286011
(64, 64, 64);(35, 26);(26, 26);0.004313951969146729
(64, 64, 64);(35, 26);(26, 26);0.0038701438903808593
(64, 64, 64);(35, 26);(26, 26);0.004406847953796387
(64, 64, 64);(35, 26);(26, 26);0.004184639930725097
(64, 64, 64);(35, 26);(26, 26);0.003970240116119385
(64, 64, 64);(35, 26);(26, 26);0.0038670079708099363
(64, 64, 64);(35, 26);(26, 26);0.004514463901519775
(64, 64, 64);(35, 26);(26, 26);0.0038770558834075926
(64, 64, 64);(35, 26);(26, 26);0.004001279830932617
(64, 64, 64);(35, 26);(26, 26);0.003963583946228027
(64, 64, 128);(45, 35);(35, 35);0.004650176048278809
(64, 64, 128);(45, 35);(35, 35);0.004081759929656982
(64, 64, 128);(45, 35);(35, 35);0.004494207859039307
(64, 64, 128);(45, 35);(35, 35);0.004055295944213867
(64, 64, 128);(45, 35);(35, 35);0.004512191772460938
(64, 64, 128);(45, 35);(35, 35);0.004416319847106933
(64, 64, 128);(45, 35);(35, 35);0.0041559357643127445
(64, 64, 128);(45, 35);(35, 35);0.004047008037567139
(64, 64, 128);(45, 35);(35, 35);0.004524223804473877
(64, 64, 128);(45, 35);(35, 35);0.0044306240081787105
(64, 64, 128);(45, 35);(35, 35);0.00407366418838501
(64, 64, 128);(45, 35);(35, 35);0.0044501757621765135
(64, 64, 128);(45, 35);(35, 35);0.004466559886932373
(64, 64, 128);(45, 35);(35, 35);0.004145631790161133
(64, 64, 128);(45, 35);(35, 35);0.004040736198425293
(64, 64, 128);(45, 35);(35, 35);0.004817791938781738
(64, 64, 128);(45, 35);(35, 35);0.0040460162162780765
(64, 64, 128);(45, 35);(35, 35);0.004164927959442138
(64, 64, 128);(45, 35);(35, 35);0.0043563199043273925
(64, 64, 128);(45, 35);(35, 35);0.004522367954254151
(64, 64, 128);(45, 35);(35, 35);0.004037856101989746
(64, 64, 128);(45, 35);(35, 35);0.0044724798202514645
(64, 64, 128);(45, 35);(35, 35);0.0040722241401672365
(64, 64, 128);(45, 35);(35, 35);0.004602655887603759
(64, 64, 128);(45, 35);(35, 35);0.004406112194061279
(64, 64, 128);(45, 35);(35, 35);0.004149280071258545
(64, 64, 128);(45, 35);(35, 35);0.004050879955291748
(64, 64, 128);(45, 35);(35, 35);0.0048390722274780276
(64, 64, 128);(45, 35);(35, 35);0.004043968200683594
(64, 64, 128);(45, 35);(35, 35);0.00415337610244751
(64, 64, 256);(62, 32);(32, 32);0.003646336078643799
(64, 64, 256);(62, 32);(32, 32);0.0036823680400848388
(64, 64, 256);(62, 32);(32, 32);0.0032894721031188966
(64, 64, 256);(62, 32);(32, 32);0.0033850879669189453
(64, 64, 256);(62, 32);(32, 32);0.003563647985458374
(64, 64, 256);(62, 32);(32, 32);0.003709088087081909
(64, 64, 256);(62, 32);(32, 32);0.0032536959648132324
(64, 64, 256);(62, 32);(32, 32);0.0032499520778656006
(64, 64, 256);(62, 32);(32, 32);0.003695807933807373
(64, 64, 256);(62, 32);(32, 32);0.0032500801086425782
(64, 64, 256);(62, 32);(32, 32);0.0037407360076904296
(64, 64, 256);(62, 32);(32, 32);0.003619040012359619
(64, 64, 256);(62, 32);(32, 32);0.0033594560623168945
(64, 64, 256);(62, 32);(32, 32);0.003254080057144165
(64, 64, 256);(62, 32);(32, 32);0.003253151893615723
(64, 64, 256);(62, 32);(32, 32);0.004039616107940674
(64, 64, 256);(62, 32);(32, 32);0.0032968959808349608
(64, 64, 256);(62, 32);(32, 32);0.003383872032165527
(64, 64, 256);(62, 32);(32, 32);0.0032802560329437255
(64, 64, 256);(62, 32);(32, 32);0.004036352157592773
(64, 64, 256);(62, 32);(32, 32);0.0033484160900115966
(64, 64, 256);(62, 32);(32, 32);0.0032874879837036133
(64, 64, 256);(62, 32);(32, 32);0.003434240102767944
(64, 64, 256);(62, 32);(32, 32);0.0036282880306243897
(64, 64, 256);(62, 32);(32, 32);0.0037350080013275147
(64, 64, 256);(62, 32);(32, 32);0.0032731199264526365
(64, 64, 256);(62, 32);(32, 32);0.003271519899368286
(64, 64, 256);(62, 32);(32, 32);0.003721343994140625
(64, 64, 256);(62, 32);(32, 32);0.0032542400360107424
(64, 64, 256);(62, 32);(32, 32);0.0037562880516052244
(64, 64, 512);(56, 15);(15, 15);0.0037179839611053466
(64, 64, 512);(56, 15);(15, 15);0.0034473280906677246
(64, 64, 512);(56, 15);(15, 15);0.00333353590965271
(64, 64, 512);(56, 15);(15, 15);0.0037802560329437255
(64, 64, 512);(56, 15);(15, 15);0.0036326398849487306
(64, 64, 512);(56, 15);(15, 15);0.003418015956878662
(64, 64, 512);(56, 15);(15, 15);0.0033149759769439697
(64, 64, 512);(56, 15);(15, 15);0.003309823989868164
(64, 64, 512);(56, 15);(15, 15);0.004149727821350098
(64, 64, 512);(56, 15);(15, 15);0.0033241920471191407
(64, 64, 512);(56, 15);(15, 15);0.003412735939025879
(64, 64, 512);(56, 15);(15, 15);0.003616352081298828
(64, 64, 512);(56, 15);(15, 15);0.0035918400287628174
(64, 64, 512);(56, 15);(15, 15);0.003472800016403198
(64, 64, 512);(56, 15);(15, 15);0.0033116159439086916
(64, 64, 512);(56, 15);(15, 15);0.0037889280319213865
(64, 64, 512);(56, 15);(15, 15);0.003327967882156372
(64, 64, 512);(56, 15);(15, 15);0.003730528116226196
(64, 64, 512);(56, 15);(15, 15);0.0033285439014434813
(64, 64, 512);(56, 15);(15, 15);0.003740447998046875
(64, 64, 512);(56, 15);(15, 15);0.003316351890563965
(64, 64, 512);(56, 15);(15, 15);0.003315808057785034
(64, 64, 512);(56, 15);(15, 15);0.004102303981781006
(64, 64, 512);(56, 15);(15, 15);0.0033164799213409426
(64, 64, 512);(56, 15);(15, 15);0.00341593599319458
(64, 64, 512);(56, 15);(15, 15);0.0033146560192108153
(64, 64, 512);(56, 15);(15, 15);0.0039749441146850585
(64, 64, 512);(56, 15);(15, 15);0.003427072048187256
(64, 64, 512);(56, 15);(15, 15);0.0033179519176483154
(64, 64, 512);(56, 15);(15, 15);0.0034112319946289064
(64, 64, 1024);(17, 26);(17, 17);0.004416351795196533
(64, 64, 1024);(17, 26);(17, 17);0.004472256183624268
(64, 64, 1024);(17, 26);(17, 17);0.004043295860290528
(64, 64, 1024);(17, 26);(17, 17);0.0044466562271118166
(64, 64, 1024);(17, 26);(17, 17);0.004023839950561523
(64, 64, 1024);(17, 26);(17, 17);0.004425568103790283
(64, 64, 1024);(17, 26);(17, 17);0.004439263820648193
(64, 64, 1024);(17, 26);(17, 17);0.004026048183441162
(64, 64, 1024);(17, 26);(17, 17);0.0043812160491943355
(64, 64, 1024);(17, 26);(17, 17);0.0044856958389282225
(64, 64, 1024);(17, 26);(17, 17);0.004156703948974609
(64, 64, 1024);(17, 26);(17, 17);0.004033376216888427
(64, 64, 1024);(17, 26);(17, 17);0.004752639770507812
(64, 64, 1024);(17, 26);(17, 17);0.004041567802429199
(64, 64, 1024);(17, 26);(17, 17);0.004111616134643554
(64, 64, 1024);(17, 26);(17, 17);0.004336063861846924
(64, 64, 1024);(17, 26);(17, 17);0.004438975811004639
(64, 64, 1024);(17, 26);(17, 17);0.004024928092956543
(64, 64, 1024);(17, 26);(17, 17);0.004447167873382569
(64, 64, 1024);(17, 26);(17, 17);0.004030784130096435
(64, 64, 1024);(17, 26);(17, 17);0.004527616024017334
(64, 64, 1024);(17, 26);(17, 17);0.004431903839111328
(64, 64, 1024);(17, 26);(17, 17);0.004160287857055664
(64, 64, 1024);(17, 26);(17, 17);0.004067391872406006
(64, 64, 1024);(17, 26);(17, 17);0.004829504013061523
(64, 64, 1024);(17, 26);(17, 17);0.004118336200714111
(64, 64, 1024);(17, 26);(17, 17);0.004143328189849854
(64, 64, 1024);(17, 26);(17, 17);0.004048096179962158
(64, 64, 1024);(17, 26);(17, 17);0.00473305606842041
(64, 64, 1024);(17, 26);(17, 17);0.004038784027099609
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005700928211212158
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.00567955207824707
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005293568134307861
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005558623790740967
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005681344032287598
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.0056325759887695314
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005194784164428711
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.006019392013549805
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005295263767242432
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005177504062652588
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005735424041748047
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005286367893218994
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.0055641279220581055
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.0056368961334228515
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005300000190734864
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005501376152038574
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005658112049102783
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005606656074523926
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005170303821563721
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.0060169601440429685
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005314208030700683
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005249120235443115
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005891136169433594
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005299424171447754
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.0055576000213623045
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005667232036590576
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005323455810546875
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.0056341118812561035
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005652671813964844
(64, 64, 64, 2);(28, 37, 35);(28, 37, 35);0.005585696220397949
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004720384120941162
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005492256164550781
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004843776226043701
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.00467574405670166
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005395584106445313
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004657824039459229
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.00496665620803833
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.0055821118354797365
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004694015979766846
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005116352081298828
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.00499891185760498
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004826079845428466
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005146111965179443
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004671008110046387
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.0052130880355834965
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005153247833251953
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004667808055877685
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005544223785400391
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004678143978118897
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.0047760319709777834
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.0055643200874328615
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004690176010131836
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004814080238342285
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.00501910400390625
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005132991790771485
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005065631866455078
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.0046575040817260745
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005166687965393066
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.005007359981536865
(64, 64, 64, 4);(24, 1, 19);(19, 1, 19);0.004780032157897949
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.0053975038528442385
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004561471939086914
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.00463759994506836
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.005384799957275391
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004549024105072022
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004640480041503906
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004858143806457519
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.0050003199577331545
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004539135932922363
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.0049294400215148925
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.005182591915130616
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004886911869049072
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004623519897460938
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004519167900085449
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.005244607925415039
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004599584102630615
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.00450764799118042
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.005268928050994873
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004525311946868896
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004646304130554199
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.005233312129974365
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004621376037597656
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004914144039154053
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.0045016961097717285
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.005010591983795166
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004823647975921631
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004628543853759766
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.0049480957984924315
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004832032203674316
(64, 64, 64, 8);(63, 58, 18);(63, 58, 18);0.004624576091766358
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.006259615898132324
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005477215766906738
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.00558131217956543
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.006181119918823242
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005436768054962158
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005857984066009522
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.0059155521392822265
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005758336067199707
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005588128089904785
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.006234784126281739
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005593887805938721
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005483615875244141
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.006203167915344239
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005573376178741455
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005808735847473144
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005922815799713135
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005951424121856689
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005810143947601318
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005544159889221191
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005856063842773438
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005884096145629882
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.00574505615234375
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.00553001594543457
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.006198880195617676
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005461023807525635
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005855904102325439
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005972640037536621
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005592864036560058
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005804031848907471
(64, 64, 64, 16);(38, 13, 32);(38, 13, 32);0.005894336223602295
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004596543788909912
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004068895816802979
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004471551895141601
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004425280094146729
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004165631771087646
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004068287849426269
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004619775772094726
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004058591842651367
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004182496070861816
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004402143955230713
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004442592144012451
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004047103881835937
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.0044488320350646975
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004058688163757324
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.00454585599899292
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004393887996673584
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004216256141662597
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004080959796905518
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004878015995025635
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004177631855010987
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.0040776638984680175
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004702752113342285
(64, 64, 64, 32);(37, 4, 2);(8, 4, 2);0.004055103778839111
