matrix_shape,method,rank_strategy,error_mean,error_std,time_mean,time_std,rank_mean,rank_std,matrix_type
256x512,identity_copies,full_rank,0.01944011328741908,0.0006451773008724037,0.03117882290025591,0.0009920615512842128,256.0,0.0,rectangular
256x1024,identity_copies,full_rank,0.030910914577543736,0.0008004373792934543,0.03648579949967825,0.0012913238496535843,256.0,0.0,rectangular
256x16,identity_copies,half_rank,0.00033999322840827517,9.825734322500462e-05,0.004236182699969504,0.0005061827525248801,16.0,0.0,rectangular
256x32,identity_copies,half_rank,0.0008901634922949597,0.00014978796242439666,0.006241560800299339,0.0004377978778132055,32.0,0.0,rectangular
256x64,identity_copies,half_rank,0.0033576553454622627,0.00038497548143559323,0.01034685630002059,0.0005510648281711795,64.0,0.0,rectangular
256x128,identity_copies,half_rank,0.012259545596316456,0.0009340184455929663,0.01570537469997362,0.0006749944049103026,128.0,0.0,rectangular
256x256,identity_copies,half_rank,0.06966925542801619,0.01194404891797351,0.04802750369981368,0.0038623602474450224,256.0,0.0,square
256x512,identity_copies,half_rank,0.08399836495518684,0.004287463094725276,0.03233476770001289,0.0018775916240181371,256.0,0.0,rectangular
256x1024,identity_copies,half_rank,0.11994066759943962,0.00739856764142702,0.04046520364991011,0.0013089364149473169,256.0,0.0,rectangular
256x16,identity_copies,fixed_rank,0.00017209266225108876,2.7523601918051427e-05,0.006533508150096168,0.0004152968815500968,16.0,0.0,rectangular
256x32,identity_copies,fixed_rank,0.0003791060269577429,2.8345422861321056e-05,0.007790381599807006,0.0005438638461959973,32.0,0.0,rectangular
256x64,identity_copies,fixed_rank,0.0033690204145386815,0.00040400905708342337,0.010036299800412962,0.0005553372953099882,64.0,0.0,rectangular
256x128,identity_copies,fixed_rank,0.005718096112832427,0.0010594515961790776,0.014193532000172126,0.0010434966971254523,128.0,0.0,rectangular
256x256,identity_copies,fixed_rank,0.009430665662512184,0.003877443315847865,0.03838999885028897,0.0011486336248540745,256.0,0.0,square
256x512,identity_copies,fixed_rank,0.01034901849925518,0.0013082922097464602,0.02314893540005869,0.0017994984369522002,256.0,0.0,rectangular
256x1024,identity_copies,fixed_rank,0.014060843037441373,0.0014709012348015577,0.028181415199287584,0.0013259751764730964,256.0,0.0,rectangular
