Shape;Tucker Rank;Calculated Rank;Time
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.003948512077331543
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.005557951927185059
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.0054477438926696774
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.003813055992126465
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.003911072015762329
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.005259679794311523
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.004469696044921875
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.003866944074630737
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.005068416118621826
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.006802144050598144
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.004112927913665771
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.005429152011871338
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.005194047927856446
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.003842655897140503
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.014307904243469238
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.004257728099822998
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.01072316837310791
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.005340640068054199
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.004542975902557373
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.005202176094055176
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.003950144052505493
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.008496319770812989
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.004318463802337647
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.006896768093109131
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.012144224166870117
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.007119103908538819
(64, 64, 64, 32);(53, 35, 59);(53, 35, 59);0.006738976001739502
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.007829376220703125
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.005596127986907959
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.00828223991394043
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.007913343906402588
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.005325439929962158
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.005175039768218994
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.003920000076293945
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.0080863037109375
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.009013504028320312
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.0076119680404663085
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.007930463790893554
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.005406303882598877
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.004272863864898681
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.007096767902374268
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.006988831996917725
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.003952896118164063
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.0041873278617858885
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.02464076805114746
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.005241407871246338
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.005841279983520508
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.006616991996765137
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.0079137601852417
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.006688767910003662
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.007024511814117431
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.009310367584228516
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.006577727794647217
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.008991904258728027
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.005133887767791748
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.005550784111022949
(64, 64, 64, 64);(56, 41, 33);(56, 41, 33);0.008730560302734376
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.013978560447692872
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.004871744155883789
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.007836544036865234
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.01228444766998291
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.006220128059387207
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.010894623756408692
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.0382740478515625
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.018852928161621093
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.008008576393127442
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.009300415992736816
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.012947775840759278
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.008332415580749512
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.01448646354675293
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.008308320045471192
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.004955552101135254
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.006466815948486328
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.02464112091064453
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.015703264236450194
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.014185055732727051
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.004640192031860352
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.01411888027191162
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.006660736083984375
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.004710720062255859
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.0233276481628418
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.02818992042541504
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.01874483108520508
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.03231020736694336
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.014070879936218262
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.009244640350341797
(64, 64, 64, 128);(49, 46, 41);(49, 46, 41);0.010539263725280761
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.033436351776123044
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.02060860824584961
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.03332729721069336
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.02642527961730957
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.046111774444580075
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.05787030410766601
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.026521024703979493
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.04196918487548828
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.019923135757446288
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.02689593505859375
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.04227686309814453
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.022689695358276366
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.0705968017578125
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.031118303298950194
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.0489535026550293
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.11737366485595703
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.03284880065917969
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.02656835174560547
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.03762422561645508
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.029066976547241212
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.035904415130615236
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.02665760040283203
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.04641193771362305
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.03961699295043945
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.03115763282775879
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.05243913650512695
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.03984880065917969
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.039731582641601565
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.026342432022094728
(64, 64, 64, 256);(23, 25, 62);(23, 25, 62);0.03560140609741211
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.027377567291259765
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.012052448272705078
(64, 64, 64, 512);(25, 14, 33);(28, 14, 33);0.08499132537841797
(64, 64, 64, 512);(25, 14, 33);(25, 14, 47);0.08525532531738281
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.023820703506469726
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.015842495918273927
(64, 64, 64, 512);(25, 14, 33);(31, 14, 64);0.01581756782531738
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.011778047561645508
(64, 64, 64, 512);(25, 14, 33);(34, 14, 49);0.08465193939208984
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.019676095962524415
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.019514751434326173
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.011968768119812012
(64, 64, 64, 512);(25, 14, 33);(28, 14, 64);0.0387322883605957
(64, 64, 64, 512);(25, 14, 33);(35, 14, 64);0.015845600128173827
(64, 64, 64, 512);(25, 14, 33);(29, 14, 64);0.01221072006225586
(64, 64, 64, 512);(25, 14, 33);(30, 14, 64);0.02832147216796875
(64, 64, 64, 512);(25, 14, 33);(37, 14, 64);0.015845184326171876
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.012065152168273925
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.027547231674194338
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.023527103424072264
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.012112799644470216
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.01584102439880371
(64, 64, 64, 512);(25, 14, 33);(25, 18, 60);0.08571485137939452
(64, 64, 64, 512);(25, 14, 33);(29, 14, 33);0.0857146224975586
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.019884639739990235
(64, 64, 64, 512);(25, 14, 33);(35, 14, 34);0.08513065338134766
(64, 64, 64, 512);(25, 14, 33);(31, 14, 64);0.015885184288024903
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.011760160446166993
(64, 64, 64, 512);(25, 14, 33);(39, 14, 64);0.01183017635345459
(64, 64, 64, 512);(25, 14, 33);(25, 14, 64);0.01216102409362793
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.2696138000488281
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.1716084747314453
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.1798985595703125
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.2460807342529297
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.2237875518798828
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.24633981323242188
(64, 64, 64, 1024);(25, 39, 51);(26, 40, 51);0.1647228546142578
(64, 64, 64, 1024);(25, 39, 51);(10, 39, 50);0.3054707641601562
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.3423839416503906
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.17090521240234374
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.17813462829589843
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.29706085205078125
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.274943359375
(64, 64, 64, 1024);(25, 39, 51);(26, 39, 50);0.283196044921875
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 48);0.38769049072265627
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.20152076721191406
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.17858467102050782
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.4665588684082031
(64, 64, 64, 1024);(25, 39, 51);(26, 39, 51);0.30619961547851565
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.22492886352539063
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.20246099853515626
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.3499326782226562
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.3415672607421875
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.21511500549316406
(64, 64, 64, 1024);(25, 39, 51);(25, 32, 51);0.16446553039550782
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.48593740844726563
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.22395907592773437
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.19353001403808595
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 51);0.20836837768554686
(64, 64, 64, 1024);(25, 39, 51);(25, 39, 46);0.3877171325683594
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008999711990356445
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.02587696075439453
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.009146559715270995
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.020084991455078124
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.014200672149658203
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.03106947135925293
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.048978912353515626
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.009111712455749512
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.02058518409729004
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.014198176383972168
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.020184896469116212
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.011566240310668946
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.01426038360595703
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008741024017333985
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.01969276809692383
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008822815895080566
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008919872283935548
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.020115264892578123
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008730303764343262
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008534048080444336
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.0194747200012207
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008565247535705567
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.011238495826721191
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008627264022827149
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.00870479965209961
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008896415710449218
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.00861683177947998
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.008746432304382325
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.014243904113769532
(64, 64, 64, 64, 2);(13, 46, 6, 47);(13, 46, 6, 47);0.013888895988464356
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.02207356834411621
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.01109391975402832
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.00834937572479248
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.008330080032348633
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.017166240692138672
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.008871616363525391
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.01709791946411133
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.02841347122192383
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.008713215827941894
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.014477567672729492
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.011384767532348633
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.020236032485961914
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.011546015739440918
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.013933152198791503
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.020025407791137696
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.008589152336120606
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.011067680358886719
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.011236767768859863
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.014792511940002442
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.00913804817199707
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.00882908821105957
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.008654239654541016
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.009090975761413574
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.008705408096313476
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.011538751602172851
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.011667712211608887
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.008947999954223632
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.008893983840942383
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.011633631706237792
(64, 64, 64, 64, 4);(18, 47, 25, 60);(18, 47, 25, 60);0.01713523292541504
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.011418432235717773
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.011461279869079589
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.020256288528442384
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.019585567474365233
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.019750911712646483
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.016901599884033204
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.01448915195465088
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.008879167556762695
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.022708480834960937
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.008473535537719727
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.011932767868041993
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.011480192184448242
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.025675487518310548
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.02816160011291504
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.05936873626708984
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.04282796859741211
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.014308159828186034
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.017199712753295897
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.011573184013366699
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.019642784118652345
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.01410051155090332
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.0390302734375
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.016726240158081055
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.0645134048461914
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.01430998420715332
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.022886816024780272
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.028038784027099608
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.008560192108154297
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.02784873580932617
(64, 64, 64, 64, 8);(4, 25, 62, 16);(4, 25, 62, 16);0.034052734375
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.02024115180969238
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008741536140441895
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008863776206970216
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.01457107162475586
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.014155232429504394
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.013665984153747559
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008247391700744629
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.022295360565185548
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.00858518409729004
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.017850175857543945
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.014234623908996581
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008402336120605468
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.01140124797821045
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.00864470386505127
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.014199520111083984
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008799488067626954
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.011294207572937011
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.011464672088623047
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.01436787223815918
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008491711616516113
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.011227968215942383
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.01129843235015869
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.011708352088928222
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008622271537780762
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.01694915199279785
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.019648160934448242
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.028447935104370117
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008945823669433594
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008534624099731445
(64, 64, 64, 64, 16);(16, 19, 6, 62);(16, 19, 6, 62);0.008877408027648926
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.011662816047668457
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.020063392639160155
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008789152145385741
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.00903001594543457
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.011784735679626466
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.019938655853271484
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008438624382019044
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008840255737304688
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008802271842956544
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.011339039802551269
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.011884575843811035
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.011686304092407226
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.011753408432006836
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.00860102367401123
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008642016410827636
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008460543632507323
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.01137612819671631
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008727328300476074
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.010993184089660645
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008518560409545899
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.01672876739501953
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.01684160041809082
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.011503616333007812
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.017527584075927735
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.011509440422058105
(64, 64, 64, 64, 32);(9, 18, 49, 64);(9, 18, 49, 64);0.008269856452941895
